date;is_throttled;freq;temp;volt
Thu 26 Jan 20:20:47 CET 2023;throttled=0xe0006;600Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:20:49 CET 2023;throttled=0xe0006;1531Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:20:51 CET 2023;throttled=0xe0008;1677Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:20:53 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:20:55 CET 2023;throttled=0xe0006;1531Mhz;temp=84.2'C;volt=0.9089V
Thu 26 Jan 20:20:58 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8876V
Thu 26 Jan 20:21:00 CET 2023;throttled=0xe0008;1629Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:21:02 CET 2023;throttled=0xe0008;1629Mhz;temp=84.7'C;volt=0.8984V
Thu 26 Jan 20:21:04 CET 2023;throttled=0xe0006;1531Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:21:06 CET 2023;throttled=0xe0008;1531Mhz;temp=83.7'C;volt=0.8700V
Thu 26 Jan 20:21:09 CET 2023;throttled=0xe0008;1629Mhz;temp=85.2'C;volt=0.8876V
Thu 26 Jan 20:21:11 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:21:13 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:21:15 CET 2023;throttled=0xe0008;1629Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:21:17 CET 2023;throttled=0xe0008;1629Mhz;temp=85.2'C;volt=0.8876V
Thu 26 Jan 20:21:20 CET 2023;throttled=0xe0008;1580Mhz;temp=85.2'C;volt=0.8700V
Thu 26 Jan 20:21:22 CET 2023;throttled=0xe0006;1629Mhz;temp=83.7'C;volt=0.8876V
Thu 26 Jan 20:21:24 CET 2023;throttled=0xe0008;1677Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:21:26 CET 2023;throttled=0xe0008;600Mhz;temp=85.2'C;volt=0.8876V
Thu 26 Jan 20:21:28 CET 2023;throttled=0xe0008;1629Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:21:31 CET 2023;throttled=0xe0008;1580Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:21:33 CET 2023;throttled=0xe0008;1580Mhz;temp=83.7'C;volt=0.8700V
Thu 26 Jan 20:21:35 CET 2023;throttled=0xe0006;1629Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:21:37 CET 2023;throttled=0xe0008;600Mhz;temp=84.7'C;volt=0.8984V
Thu 26 Jan 20:21:39 CET 2023;throttled=0xe0008;1531Mhz;temp=83.7'C;volt=0.8876V
Thu 26 Jan 20:21:42 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:21:44 CET 2023;throttled=0xe0006;1531Mhz;temp=83.2'C;volt=0.9089V
Thu 26 Jan 20:21:46 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8984V
Thu 26 Jan 20:21:48 CET 2023;throttled=0xe0006;1629Mhz;temp=83.2'C;volt=0.8984V
Thu 26 Jan 20:21:50 CET 2023;throttled=0xe0008;600Mhz;temp=83.7'C;volt=0.8876V
Thu 26 Jan 20:21:53 CET 2023;throttled=0xe0008;1677Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:21:55 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:21:57 CET 2023;throttled=0xe0008;1531Mhz;temp=85.2'C;volt=0.8876V
Thu 26 Jan 20:21:59 CET 2023;throttled=0xe0006;1629Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:22:01 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8984V
Thu 26 Jan 20:22:04 CET 2023;throttled=0xe0008;1531Mhz;temp=85.7'C;volt=0.8700V
Thu 26 Jan 20:22:06 CET 2023;throttled=0xe0008;1531Mhz;temp=83.7'C;volt=0.8876V
Thu 26 Jan 20:22:08 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:22:10 CET 2023;throttled=0xe0008;1629Mhz;temp=83.7'C;volt=0.8768V
Thu 26 Jan 20:22:13 CET 2023;throttled=0xe0008;1629Mhz;temp=85.2'C;volt=0.8700V
Thu 26 Jan 20:22:15 CET 2023;throttled=0xe0008;1531Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:22:17 CET 2023;throttled=0xe0008;1629Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:22:19 CET 2023;throttled=0xe0008;1629Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:22:21 CET 2023;throttled=0xe0008;1531Mhz;temp=85.7'C;volt=0.8700V
Thu 26 Jan 20:22:23 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:22:26 CET 2023;throttled=0xe0008;1531Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:22:28 CET 2023;throttled=0xe0008;600Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:22:30 CET 2023;throttled=0xe0008;600Mhz;temp=83.7'C;volt=0.9089V
Thu 26 Jan 20:22:32 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8700V
Thu 26 Jan 20:22:34 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.9197V
Thu 26 Jan 20:22:37 CET 2023;throttled=0xe0008;1677Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:22:39 CET 2023;throttled=0xe0008;1580Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:22:41 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:22:43 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:22:45 CET 2023;throttled=0xe0008;1677Mhz;temp=85.7'C;volt=0.8768V
Thu 26 Jan 20:22:48 CET 2023;throttled=0xe0008;1629Mhz;temp=83.7'C;volt=0.8876V
Thu 26 Jan 20:22:50 CET 2023;throttled=0xe0008;1531Mhz;temp=85.7'C;volt=0.8768V
Thu 26 Jan 20:22:52 CET 2023;throttled=0xe0008;600Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:22:54 CET 2023;throttled=0xe0008;1629Mhz;temp=83.7'C;volt=0.8700V
Thu 26 Jan 20:22:57 CET 2023;throttled=0xe0008;1580Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:22:59 CET 2023;throttled=0xe0008;1580Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:23:01 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:23:03 CET 2023;throttled=0xe0008;1677Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:23:05 CET 2023;throttled=0xe0008;1677Mhz;temp=85.7'C;volt=0.8876V
Thu 26 Jan 20:23:07 CET 2023;throttled=0xe0008;1580Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:23:10 CET 2023;throttled=0xe0008;600Mhz;temp=83.2'C;volt=0.9089V
Thu 26 Jan 20:23:12 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8984V
Thu 26 Jan 20:23:14 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:23:16 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:23:19 CET 2023;throttled=0xe0008;1629Mhz;temp=83.7'C;volt=0.8700V
Thu 26 Jan 20:23:21 CET 2023;throttled=0xe0008;1726Mhz;temp=85.2'C;volt=0.8876V
Thu 26 Jan 20:23:23 CET 2023;throttled=0xe0008;1677Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:23:25 CET 2023;throttled=0xe0006;1580Mhz;temp=83.7'C;volt=0.8700V
Thu 26 Jan 20:23:27 CET 2023;throttled=0xe0008;1580Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:23:30 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:23:32 CET 2023;throttled=0xe0008;1677Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:23:34 CET 2023;throttled=0xe0008;600Mhz;temp=83.2'C;volt=0.8984V
Thu 26 Jan 20:23:36 CET 2023;throttled=0xe0006;1531Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:23:38 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:23:41 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:23:43 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:23:45 CET 2023;throttled=0xe0008;1531Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:23:47 CET 2023;throttled=0xe0008;1580Mhz;temp=85.7'C;volt=0.8768V
Thu 26 Jan 20:23:49 CET 2023;throttled=0xe0006;1531Mhz;temp=83.7'C;volt=0.8876V
Thu 26 Jan 20:23:52 CET 2023;throttled=0xe0006;600Mhz;temp=84.7'C;volt=0.9197V
Thu 26 Jan 20:23:54 CET 2023;throttled=0xe0008;1677Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:23:56 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:23:58 CET 2023;throttled=0xe0006;1531Mhz;temp=83.7'C;volt=0.9197V
Thu 26 Jan 20:24:00 CET 2023;throttled=0xe0008;1629Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:24:03 CET 2023;throttled=0xe0006;600Mhz;temp=83.2'C;volt=0.8876V
Thu 26 Jan 20:24:05 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:24:07 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.9089V
Thu 26 Jan 20:24:09 CET 2023;throttled=0xe0006;1629Mhz;temp=83.2'C;volt=0.8700V
Thu 26 Jan 20:24:11 CET 2023;throttled=0xe0006;1580Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:24:14 CET 2023;throttled=0xe0008;1580Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:24:16 CET 2023;throttled=0xe0006;1580Mhz;temp=83.7'C;volt=0.9089V
Thu 26 Jan 20:24:18 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.9089V
Thu 26 Jan 20:24:20 CET 2023;throttled=0xe0006;1580Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:24:22 CET 2023;throttled=0xe0008;1531Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:24:25 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8876V
Thu 26 Jan 20:24:27 CET 2023;throttled=0xe0006;1531Mhz;temp=84.7'C;volt=0.8700V
Thu 26 Jan 20:24:29 CET 2023;throttled=0xe0006;1531Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:24:31 CET 2023;throttled=0xe0008;1726Mhz;temp=85.7'C;volt=0.8700V
Thu 26 Jan 20:24:33 CET 2023;throttled=0xe0008;1629Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:24:36 CET 2023;throttled=0xe0006;1531Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:24:38 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:24:40 CET 2023;throttled=0xe0008;1580Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:24:42 CET 2023;throttled=0xe0008;1677Mhz;temp=85.2'C;volt=0.8700V
Thu 26 Jan 20:24:44 CET 2023;throttled=0xe0008;1629Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:24:47 CET 2023;throttled=0xe0008;1629Mhz;temp=84.7'C;volt=0.8876V
Thu 26 Jan 20:24:49 CET 2023;throttled=0xe0008;1629Mhz;temp=84.7'C;volt=0.8984V
Thu 26 Jan 20:24:51 CET 2023;throttled=0xe0006;1531Mhz;temp=84.7'C;volt=0.9089V
Thu 26 Jan 20:24:53 CET 2023;throttled=0xe0006;1531Mhz;temp=82.7'C;volt=0.8700V
Thu 26 Jan 20:24:55 CET 2023;throttled=0xe0008;1726Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:24:58 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:25:00 CET 2023;throttled=0xe0008;1629Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:25:02 CET 2023;throttled=0xe0008;1677Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:25:04 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:25:06 CET 2023;throttled=0xe0006;600Mhz;temp=83.2'C;volt=0.9089V
Thu 26 Jan 20:25:09 CET 2023;throttled=0xe0008;600Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:25:11 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8984V
Thu 26 Jan 20:25:13 CET 2023;throttled=0xe0008;1531Mhz;temp=84.7'C;volt=0.8876V
Thu 26 Jan 20:25:15 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:25:18 CET 2023;throttled=0xe0006;1629Mhz;temp=83.7'C;volt=0.8700V
Thu 26 Jan 20:25:20 CET 2023;throttled=0xe0008;1629Mhz;temp=85.2'C;volt=0.8700V
Thu 26 Jan 20:25:22 CET 2023;throttled=0xe0008;600Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:25:24 CET 2023;throttled=0xe0006;1580Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:25:26 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8700V
Thu 26 Jan 20:25:29 CET 2023;throttled=0xe0008;1580Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:25:31 CET 2023;throttled=0xe0006;1629Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:25:33 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:25:35 CET 2023;throttled=0xe0008;1531Mhz;temp=83.7'C;volt=0.8700V
Thu 26 Jan 20:25:37 CET 2023;throttled=0xe0008;1677Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:25:40 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:25:42 CET 2023;throttled=0xe0008;1580Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:25:44 CET 2023;throttled=0xe0008;1531Mhz;temp=85.7'C;volt=0.8700V
Thu 26 Jan 20:25:46 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:25:48 CET 2023;throttled=0xe0006;1580Mhz;temp=82.3'C;volt=0.9305V
Thu 26 Jan 20:25:51 CET 2023;throttled=0xe0006;600Mhz;temp=84.2'C;volt=0.8984V
Thu 26 Jan 20:25:53 CET 2023;throttled=0xe0008;600Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:25:55 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8700V
Thu 26 Jan 20:25:57 CET 2023;throttled=0xe0006;1580Mhz;temp=84.7'C;volt=0.8700V
Thu 26 Jan 20:25:59 CET 2023;throttled=0xe0008;1531Mhz;temp=85.2'C;volt=0.8876V
Thu 26 Jan 20:26:02 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:26:04 CET 2023;throttled=0xe0006;600Mhz;temp=84.7'C;volt=0.9089V
Thu 26 Jan 20:26:06 CET 2023;throttled=0xe0006;1629Mhz;temp=83.2'C;volt=0.9089V
Thu 26 Jan 20:26:08 CET 2023;throttled=0xe0008;600Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:26:10 CET 2023;throttled=0xe0008;600Mhz;temp=84.7'C;volt=0.9089V
Thu 26 Jan 20:26:13 CET 2023;throttled=0xe0008;1629Mhz;temp=84.7'C;volt=0.8984V
Thu 26 Jan 20:26:15 CET 2023;throttled=0xe0008;1629Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:26:17 CET 2023;throttled=0xe0008;1580Mhz;temp=83.7'C;volt=0.8876V
Thu 26 Jan 20:26:19 CET 2023;throttled=0xe0008;600Mhz;temp=83.7'C;volt=0.8876V
Thu 26 Jan 20:26:22 CET 2023;throttled=0xe0008;1531Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:26:24 CET 2023;throttled=0xe0008;1629Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:26:26 CET 2023;throttled=0xe0006;1580Mhz;temp=83.7'C;volt=0.8984V
Thu 26 Jan 20:26:28 CET 2023;throttled=0xe0008;1531Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:26:30 CET 2023;throttled=0xe0008;1677Mhz;temp=84.7'C;volt=0.8768V
Thu 26 Jan 20:26:33 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:26:35 CET 2023;throttled=0xe0006;600Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:26:37 CET 2023;throttled=0xe0008;600Mhz;temp=84.2'C;volt=0.8876V
Thu 26 Jan 20:26:39 CET 2023;throttled=0xe0008;600Mhz;temp=85.2'C;volt=0.8700V
Thu 26 Jan 20:26:41 CET 2023;throttled=0xe0008;1580Mhz;temp=85.2'C;volt=0.8768V
Thu 26 Jan 20:26:43 CET 2023;throttled=0xe0008;1677Mhz;temp=85.7'C;volt=0.8768V
Thu 26 Jan 20:26:46 CET 2023;throttled=0xe0006;1629Mhz;temp=83.2'C;volt=0.8700V
Thu 26 Jan 20:26:48 CET 2023;throttled=0xe0006;1580Mhz;temp=84.2'C;volt=0.8768V
Thu 26 Jan 20:26:50 CET 2023;throttled=0xe0000;600Mhz;temp=80.3'C;volt=0.8700V
